Tweet,Class
استانی کی سادگی اور خلوص نے انتخابات کے قریب ہر ملنے والے کا دل جیت لیا,P
شادی کی تقریب میں گزشتہ ماہ رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
بجٹ کے بعد کے دوران کراچی میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
بارش کے بعد مری کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
ڈاکٹر کی ہٹ دھرمی نے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
لاہور میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
سکھر میں خودکش دھماکے کی خبر سن کر پورا شہر خوف اور غم میں ڈوب گیا,N
جھوٹی خبروں کے سیلاب نے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
کارخانے کی آلودگی نے قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
پارلیمنٹ کے افسران کی من مانیوں نے گزشتہ ماہ عام شہری کو ذلیل و خوار کر دیا,N
دکاندار کی خودغرضی نے موسم سرما میں پورے منصوبے کو ناکامی سے دوچار کر دیا,N
شور شرابے اور آلودگی نے رمضان میں کراچی کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
نرس نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
شور شرابے اور آلودگی نے سالانہ تقریب میں چترال کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
محبت اور خلوص سے بھرا یہ رشتہ صبح سویرے بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
پولیس اہلکار کی سچائی اور دیانتداری امسال آج بھی معاشرے کے لیے مثال ہے,P
سکھر کی گلیوں میں کوڑے کے ڈھیر عید کے موقع پر بیماریاں پھیلانے کا باعث بن رہے ہیں,N
تاجر کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
کسان نے بحران کے باوجود امسال ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
محبت اور خلوص سے بھرا یہ رشتہ انتخابات کے قریب بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
نوجوانوں کی نئی ایجاد نے موسم سرما میں عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
انتظامیہ نے رات گئے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
والدین کی رہنمائی میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
دوران چترال میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
رات گئے کے دوران گوجرانوالہ میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
صبح سویرے کے دوران ملتان میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
رمضان میں کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
بچے کی پہلی کامیابی دیکھ کر رات گئے ماں باپ کی آنکھوں میں خوشی کے آنسو آ گئے,P
وکیل کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
پیر کے روز کے دوران مری میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
پولیس محکمہ میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
یونیورسٹی کی سست روی کی وجہ سے پیر کے روز فائل مہینوں دفتروں میں پڑی رہی,N
وزیر اعظم کی خودغرضی نے گزشتہ ماہ پورے منصوبے کو ناکامی سے دوچار کر دیا,N
بینک کی نااہلی کے باعث پشاور میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
کھلاڑی کی رہنمائی میں سالانہ تقریب میں نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
انصاف کے حصول میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
بینک کی سست روی کی وجہ سے پیر کے روز فائل مہینوں دفتروں میں پڑی رہی,N
استاد کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
مقامی کھلاڑی نے قومی سطح پر گولڈ میڈل جیت کر تمام شہر کو خوشی سے سرشار کر دیا,P
یونیورسٹی میں پھیلی رشوت خوری نے انتخابات کے قریب پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
وزیر اعلیٰ کی بے حسی نے چھٹی کے دن مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
خاندان کے ساتھ انتخابات کے قریب پہاڑوں کی سیر ایک ناقابل فراموش تجربہ ثابت ہوئی,P
انجینئر نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
آن لائن دھوکہ دہی کا شکار ہو کر رمضان میں نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
راولپنڈی کے اس ہفتے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
فنکار کی خودغرضی نے عید کے موقع پر پورے منصوبے کو ناکامی سے دوچار کر دیا,N
برسوں کی محنت کے بعد گزشتہ ماہ بیٹے نے سرکاری نوکری حاصل کر کے والدین کا سر فخر سے بلند کر دیا,P
سیلاب کی تباہ کاریوں نے پیر کے روز ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
منہگائی کی چکی میں پستا سالانہ تقریب میں غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
لاہور میں نئے ہسپتال کے قیام سے صبح سویرے دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
دوران سوات میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
فنکار نے مشکل حالات میں بھی پیر کے روز مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
نوجوانوں کی نئی ایجاد نے چھٹی کے دن عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
تھر کے شہریوں کی اجتماعی کوششوں سے بجٹ کے بعد محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
غیر ذمہ دارانہ ڈرائیونگ کے باعث سڑک حادثے میں معصوم بچہ جاں بحق ہو گیا,N
منشیات کے پھیلاؤ نے گزشتہ ماہ نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
نرس کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ امسال قابل تقلید ہے,P
جھوٹی خبروں کے سیلاب نے صبح سویرے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
دوران اسلام آباد میں پیش آنے والے واقعے نے سب کو صدمے میں ڈال دیا,N
وزیر اعظم پر لگے کرپشن کے الزامات صبح سویرے ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
گوجرانوالہ کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
چترال میں خودکش دھماکے کی خبر سن کر امسال پورا شہر خوف اور غم میں ڈوب گیا,N
منہگائی کی چکی میں پستا غریب طبقہ دو وقت کی روٹی کو بھی ترس گیا ہے,N
وکیل نے مشکل حالات میں بھی مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
فیصل آباد کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
محلے دار کی بے حسی نے سالانہ تقریب میں مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
حکومت نے عید کے موقع پر کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
میونسپل کمیٹی کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
تعلیمی بورڈ کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
دکاندار کی خودغرضی نے امسال پورے منصوبے کو ناکامی سے دوچار کر دیا,N
میونسپل کمیٹی کے تعاون سے گزشتہ ماہ بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
کاروباری شخص کی سچائی اور دیانتداری بجٹ کے بعد آج بھی معاشرے کے لیے مثال ہے,P
ملتان کے رمضان میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
جھوٹی خبروں کے سیلاب نے سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
کتاب پڑھنے کی عادت نے میری سوچ کے دائرے کو بہت وسیع کر دیا,P
انتظامیہ کی غفلت کے باعث کراچی کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
بے جا ٹیکسوں کے نفاذ نے پیر کے روز چھوٹے تاجروں کی کمر توڑ دی ہے,N
کھیل کے میدان میں شکست کے بعد بھی ٹیم کے حوصلے بلند رہے اور اگلے میچ میں فتح حاصل کی,P
نوجوانوں کی نئی ایجاد نے عالمی مقابلے میں پہلی پوزیشن حاصل کر کے ملک کا نام روشن کیا,P
عدالت میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف کوئی سخت قانون موجود نہیں,N
انتظامیہ کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
فنکار کی سادگی اور خلوص نے گزشتہ ماہ ہر ملنے والے کا دل جیت لیا,P
عدالت میں پھیلی رشوت خوری نے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
عدالت کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
برسوں بعد بچھڑے دوستوں کا حالیہ دنوں میں اچانک ملنا زندگی کا حسین اتفاق تھا,P
کوئٹہ کے میں مسلسل بگاڑ نے عوام کو شدید مایوسی سے دوچار کر دیا,N
کھلاڑی کے جھوٹے وعدوں نے پیر کے روز عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
مقامی کھلاڑی نے گزشتہ ماہ قومی سطح پر گولڈ میڈل جیت کر تمام شہر کو خوشی سے سرشار کر دیا,P
وکیل نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
دوستوں کے ساتھ گزارا وقت زندگی کی سب سے قیمتی یادوں میں شمار ہوتا ہے,P
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
جھوٹی خبروں کے سیلاب نے امسال سوشل میڈیا صارفین کو شدید ذہنی کوفت میں مبتلا کر دیا,N
صحت کارکن کی سچائی اور دیانتداری آج بھی معاشرے کے لیے مثال ہے,P
ژوب کے شہریوں کی اجتماعی کوششوں سے محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
سیاستدان کے جھوٹے وعدوں نے اس ہفتے عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
حالیہ دنوں میں جہلم کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
کھلاڑی کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
برسوں کی محنت کے بعد پیر کے روز بیٹے نے سرکاری نوکری حاصل کر کے والدین کا سر فخر سے بلند کر دیا,P
یونیورسٹی کی جانب سے غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
برسوں بعد بچھڑے دوستوں کا موسم سرما میں اچانک ملنا زندگی کا حسین اتفاق تھا,P
فنکار کی سادگی اور خلوص نے ہر ملنے والے کا دل جیت لیا,P
صبح سویرے پرندوں کی چہچہاہٹ اور تازہ ہوا دل کو ایک عجیب سکون دیتی ہے,P
کراچی میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
نجی ادارہ کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
وزیر اعظم کی ہٹ دھرمی نے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
شور شرابے اور آلودگی نے پشاور کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
جعلی ادویات کے کاروبار نے رمضان میں سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
بے روزگاری کے ہاتھوں تنگ نوجوان ملک چھوڑنے پر مجبور ہو گئے ہیں,N
امتحان میں ناکامی کے بعد سالانہ تقریب میں طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
اسلام آباد کے بازاروں میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
ادیب کی انتھک محنت رنگ لائی اور سالانہ تقریب میں انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
محکمہ زراعت کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
تعلیمی بورڈ کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
حکومت کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
کسان خاتون کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
شور شرابے اور آلودگی نے حیدرآباد کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
آن لائن دھوکہ دہی کا شکار ہو کر نوجوان کی جمع پونجی چند لمحوں میں لٹ گئی,N
واپڈا کی بروقت مدد سے عید کے موقع پر سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
محکمہ زراعت کی نااہلی کے باعث سیالکوٹ میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
طویل انتظار کے بعد رات گئے بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
دوران ژوب میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
منشیات کے پھیلاؤ نے بجٹ کے بعد نوجوان نسل کا مستقبل داؤ پر لگا دیا ہے,N
کتاب پڑھنے کی عادت نے میری سوچ کے دائرے کو بہت وسیع کر دیا,P
انصاف کے حصول میں رمضان میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
استانی کی سچائی اور دیانتداری انتخابات کے قریب آج بھی معاشرے کے لیے مثال ہے,P
جعلی ادویات کے کاروبار نے گزشتہ ماہ سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
طلاق کی شرح میں اضافے نے خاندانی نظام کو شدید نقصان پہنچایا ہے,N
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
محکمہ زراعت نے صبح سویرے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
این جی او کے تعاون سے بے گھر خاندانوں کو محفوظ رہائش فراہم کر دی گئی,P
دوران کوئٹہ میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
برسوں بعد بچھڑے دوستوں کا انتخابات کے قریب اچانک ملنا زندگی کا حسین اتفاق تھا,P
پاکستانی ٹیم نے زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
انتخابات کے قریب کے دوران کراچی میں منعقدہ ثقافتی میلے نے تمام شہریوں کا دل موہ لیا,P
بے جا ٹیکسوں کے نفاذ نے عید کے موقع پر چھوٹے تاجروں کی کمر توڑ دی ہے,N
سماجی کارکن کے جھوٹے وعدوں نے عوام کا اعتماد مکمل طور پر ختم کر دیا ہے,N
معیاری تعلیم کے فقدان نے رات گئے دیہی علاقوں کے بچوں کا مستقبل تاریک کر دیا ہے,N
سرکاری افسر نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے چھٹی کے دن مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
میونسپل کمیٹی کی سست روی کی وجہ سے چھٹی کے دن فائل مہینوں دفتروں میں پڑی رہی,N
وزیر اعلیٰ نے بحران کے باوجود ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
نجی ادارہ کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
دکاندار نے مشکل حالات میں بھی چھٹی کے دن مسکراہٹ نہیں کھوئی اور دوسروں کے لیے حوصلے کا باعث بنے,P
پشاور میں نئے ہسپتال کے قیام سے پیر کے روز دیہی علاقے کے مریضوں کو بروقت علاج میسر آ گیا,P
کسان کی بے حسی نے بجٹ کے بعد مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
حیدرآباد کے شہریوں کی اجتماعی کوششوں سے محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
پولیس محکمہ کی غفلت کے باعث گلگت کی فیکٹری میں آتشزدگی سے کئی مزدور جھلس گئے,N
سائنسدان کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
ریلوے نے نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
تھر میں نئی سڑک کی تعمیر سے سفر کا دورانیہ آدھا رہ گیا، مسافروں نے سکون کا سانس لیا,P
بینک کے افسران کی من مانیوں نے عام شہری کو ذلیل و خوار کر دیا,N
گلگت میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
نرس پر لگے کرپشن کے الزامات حالیہ دنوں میں ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
تعلیمی بورڈ میں پھیلی رشوت خوری نے صبح سویرے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
نرس نے بحران کے باوجود صبح سویرے ہمت نہ ہاری اور اپنا کاروبار دوبارہ کھڑا کر دکھایا,P
بارش کے بعد اوکاڑہ کا موسم انتہائی خوشگوار ہو گیا اور لوگ گھروں سے باہر نکل آئے,P
صحافی کی مسلسل غفلت کے باعث موسم سرما میں ایک اور موقع ضائع ہو گیا,N
سرکاری افسر نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے رات گئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
ژوب کے شہریوں کی اجتماعی کوششوں سے سالانہ تقریب میں محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
نوشہرہ کی گلیوں میں کوڑے کے ڈھیر بیماریاں پھیلانے کا باعث بن رہے ہیں,N
ڈاکٹر کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ قابل تقلید ہے,P
وکیل کی خودغرضی نے پورے منصوبے کو ناکامی سے دوچار کر دیا,N
کارپوریشن میں پھیلی رشوت خوری نے اس ہفتے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
صحافی کی بے حسی نے رات گئے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
امتحان میں ناکامی کے بعد موسم سرما میں طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
شادی کی تقریب میں رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
عدالت نے رات گئے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
اوکاڑہ کے بازاروں میں سالانہ تقریب میں غیر معمولی رونق دیکھی گئی، دکاندار خوش نظر آئے,P
مری میں پانی کی قلت نے گزشتہ ماہ شہریوں کا جینا محال کر دیا ہے,N
بینک کی نااہلی کے باعث راولپنڈی میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
حنزہ میں صبح سویرے نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
بجلی کے بھاری بلوں نے چھوٹے کاروباریوں کو دیوالیہ ہونے پر مجبور کر دیا,N
بارش کے بعد گوجرانوالہ کا موسم انتہائی خوشگوار ہو گیا اور اس ہفتے لوگ گھروں سے باہر نکل آئے,P
یونیورسٹی نے عید کے موقع پر نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
میونسپل کمیٹی کی نااہلی کے باعث سکھر میں بنیادی سہولیات تک عوام کی رسائی ممکن نہیں رہی,N
سکھر کے سالانہ تقریب میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
کراچی میں پانی کی قلت نے رمضان میں شہریوں کا جینا محال کر دیا ہے,N
واپڈا کی سست روی کی وجہ سے فائل مہینوں دفتروں میں پڑی رہی,N
محلے دار کی رہنمائی میں بجٹ کے بعد نوجوان ٹیم نے قابل ستائش کارکردگی کا مظاہرہ کیا,P
امتحان میں ناکامی کے بعد رات گئے طالب علم شدید ذہنی دباؤ کا شکار ہو گیا,N
انصاف کے حصول میں برسوں لگ جاتے ہیں، عدالتی نظام سست روی کا شکار ہے,N
بلدیہ کی جانب سے حالیہ دنوں میں غریب طلبہ کے لیے وظائف کا اعلان انتہائی خوش آئند قدم ہے,P
صبح سویرے جہلم کی گلیاں روشنیوں اور رونق سے جگمگا اٹھیں,P
جعلی ادویات کے کاروبار نے اس ہفتے سینکڑوں مریضوں کی جان خطرے میں ڈال دی,N
مزدور کی بے حسی نے مصیبت کے وقت کسی کے کام نہ آنے کا ثبوت دے دیا,N
صحت کارکن پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
خشک سالی نے موسم سرما میں کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
تاجر کی انتھک محنت رنگ لائی اور انہیں وہ مقام مل گیا جس کے وہ حقدار تھے,P
حنزہ کے شہریوں کی اجتماعی کوششوں سے چھٹی کے دن محلے کی صفائی مہم کامیابی سے مکمل ہوئی,P
واپڈا کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
شور شرابے اور آلودگی نے صبح سویرے سیالکوٹ کی رہائشی زندگی کو غیر معیاری بنا دیا ہے,N
تاجر کی مسلسل غفلت کے باعث گزشتہ ماہ ایک اور موقع ضائع ہو گیا,N
کسان پر لگے کرپشن کے الزامات ثابت ہونے کے باوجود کوئی کارروائی نہیں ہوئی,N
محکمہ صحت کے وعدے صرف کاغذوں تک محدود رہے، عملی طور پر کچھ نہ ہو سکا,N
کاروباری شخص کی بدسلوکی نے پورے محلے کا امن و سکون برباد کر دیا,N
طالب علم نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے صبح سویرے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
محبت اور خلوص سے بھرا یہ رشتہ سالانہ تقریب میں بھی اتنا ہی مضبوط ہے جتنا پہلے دن تھا,P
استاد کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ قابل تقلید ہے,P
شدید گرمی اور لوڈشیڈنگ نے پیر کے روز مری کے باسیوں کی زندگی اجیرن کر دی ہے,N
کسانوں کی محنت رنگ لائی اور صبح سویرے فصل کی پیداوار ریکارڈ سطح پر پہنچ گئی,P
سیالکوٹ کے بجٹ کے بعد میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
مقامی فنکار کی پینٹنگ نے بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
پشاور کے نوجوانوں نے مل کر ماحول دوست منصوبہ شروع کیا جس کی ہر طرف تعریف ہو رہی ہے,P
برسوں کی محنت کے بعد رات گئے بیٹے نے سرکاری نوکری حاصل کر کے والدین کا سر فخر سے بلند کر دیا,P
نرس کو بین الاقوامی سطح پر ایوارڈ ملنے پر پورے خاندان میں خوشی کی لہر دوڑ گئی,P
پارلیمنٹ نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
بے جا ٹیکسوں کے نفاذ نے صبح سویرے چھوٹے تاجروں کی کمر توڑ دی ہے,N
بچوں سے مشقت لینے والے کارخانہ داروں کے خلاف رمضان میں کوئی سخت قانون موجود نہیں,N
مقامی فنکار کی پینٹنگ نے بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
محکمہ صحت نے سالانہ تقریب میں نئی پالیسی متعارف کروائی جس سے عام آدمی کو کافی ریلیف ملنے کی توقع ہے,P
نئی نسل کے کاروباری ذہن نے چھوٹے شہروں میں بھی روزگار کے نئے مواقع پیدا کر دیے,P
طویل انتظار کے بعد پیر کے روز بالآخر بارش نے شہر کی گرمی سے نجات دلا دی,P
میونسپل کمیٹی نے رمضان میں کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
برسوں کی محنت کے بعد حالیہ دنوں میں بیٹے نے سرکاری نوکری حاصل کر کے والدین کا سر فخر سے بلند کر دیا,P
پاکستانی ٹیم نے زبردست کارکردگی دکھاتے ہوئے میچ جیت لیا، شائقین جھوم اٹھے,P
صحافی کا عاجزانہ رویہ اور دوسروں کی مدد کا جذبہ امسال قابل تقلید ہے,P
ڈرائیور نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے بجٹ کے بعد مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
کارپوریشن نے پیر کے روز کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
پیر کے روز کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
وزیر اعظم کی ہٹ دھرمی نے مذاکرات کی تمام کوششوں کو ناکام بنا دیا,N
دکاندار کی مسلسل غفلت کے باعث ایک اور موقع ضائع ہو گیا,N
شادی کی تقریب میں اس ہفتے رشتہ داروں کا پرتپاک استقبال دیکھ کر دل باغ باغ ہو گیا,P
کارخانے کی آلودگی نے قریبی آبادی کو سانس کی بیماریوں میں مبتلا کر دیا ہے,N
حیدرآباد کی سڑکوں پر بنے گڑھوں کی وجہ سے روزانہ نئے حادثات جنم لے رہے ہیں,N
سیلاب کی تباہ کاریوں نے ہزاروں گھرانوں کو بے گھر کر دیا اور امداد بھی نہ پہنچی,N
کاروباری شخص نے عوامی خدمت کا جذبہ برقرار رکھتے ہوئے مسلسل مثبت تبدیلی لانے کی کوشش جاری رکھی,P
انتظامیہ نے کے حوالے سے شاندار اصلاحات متعارف کروائیں جن کی ہر جگہ تعریف ہو رہی ہے,P
برسوں بعد بچھڑے دوستوں کا بجٹ کے بعد اچانک ملنا زندگی کا حسین اتفاق تھا,P
میونسپل کمیٹی میں پھیلی رشوت خوری نے رات گئے پورے نظام کو اندر سے کھوکھلا کر دیا ہے,N
چھٹی کے دن کی برکتوں سے دل کو عجیب سکون اور طمانیت میسر آتی ہے,P
نرس کی سادگی اور خلوص نے بجٹ کے بعد ہر ملنے والے کا دل جیت لیا,P
مقامی فنکار کی پینٹنگ نے عید کے موقع پر بین الاقوامی نمائش میں خصوصی پذیرائی حاصل کی,P
میونسپل کمیٹی کی بروقت مدد سے سیلاب متاثرین کی زندگی دوبارہ پٹری پر آ گئی,P
انتخابات کے قریب نرس نے ملتان میں پارلیمنٹ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
خشک سالی نے کسانوں کی پوری فصل تباہ کر دی اور وہ مقروض ہو گئے,N
فیصل آباد کے میں نمایاں بہتری نے شہریوں کے چہروں پر مسکراہٹ بکھیر دی,P
برسوں کی محنت کے بعد بیٹے نے سرکاری نوکری حاصل کر کے والدین کا سر فخر سے بلند کر دیا,P
بجٹ کے بعد فنکار نے بہاولپور میں پولیس محکمہ کے تعاون سے ایک شاندار منصوبہ مکمل کر لیا جس سے ہزاروں افراد مستفید ہوں گے,P
حنزہ میں نئے پارک کی تعمیر سے بچوں اور بزرگوں کو کھلی فضا میں وقت گزارنے کا موقع ملا,P
