review,rating,sentiment
The service was good. There were still a few foods that didn't quite meet the expectation. Chicken Alfredo missed just a bit of salt. Chicken Shashlik was amazing though. Also the Chullu Kabab is highly recommended.,4,Positive
Kababjees at it's best. No doubt # 1 restaurant in karachi currently. Excellent food in reasonable price. No overcharged. Service is excellent too. And also offering a good discount on Meezan credit/debit cards,4,Positive
"Road condition is pathetic, taste is average but staff service is good. They should work on giving better taste and plz repair the road .",3,Neutral
All ok service ha,5,Positive
"We ordered Chicken Corn Soup, Chicken Peshawari Karahi, Seekh Kabab and Chicken Malai Boti along with chapati, roghni naan and garlic naan. The food was good but their Garlic Naan were a big let down. They were like a bread and had no taste …",4,Positive
"Beautiful place n awesome environment, delicious taste but very expensive.",5,Positive
"Food was good but over priced , unless you have certain card on which you ca  avail discount it's over priced. …",3,Neutral
The place is nice but when we went there we didnt get AC and the prices were phenomenal 14500 for 6 people,4,Positive
Nice food but over expensive. Specially when it comes to side items like Naan roti cold drink water etc.. They overcharge these stuff which they need to improve big time,3,Neutral
"i visited kababjees superhighway first time today,though i stay in dubai but comparatively there pakistani resturants ,this is one of expensive resturant in the karachi city. they should inform the tax rates ideally as for any person paying …",3,Neutral
"The service was good at least compared to other restaraunts(Usmania,BBQ tonight) however the food was as generic as it gets.",3,Neutral
Nice food but atmosphere is not so good.,3,Neutral
The place is great.... The service is also really good... They even have free wifi! Their delivery service is also rrally great! The food stays warm until it reaches you! ❤️,4,Positive
"Good for a large group 8 people, family platter was good. Karahi was OK rest bbq, fish were good. Madhi was also good (Pakistani style)",5,Positive
"I had their BBQ Platter, it was good but very few in quantity as compared to the prices they have listed. Taste is above average, service is a bit slow and ambiance is better.",4,Positive
Nice atmosphere and tasty food.,5,Positive
Best for family dine in and gathering. Love the food taste. Specially appreciated they are maintaining their taste sibce a decade,5,Positive
The food was good but some dishes not available like i was goin there only for their famous Chicken Madabee but it was not available then i ordered stake n other stuff...,3,Neutral
"Good taste.
Great ambiance.
value for money. …",5,Positive
It is located near chase up mall and the side of shaheed milat road bahadurabad.,5,Positive
"Food was delectable, ambiance was pleasing, the staff was courteous. Started off with white hot'n sour soup, humus for appetizer. The main dish were mutton& chicken karahi, behari boti,l & katakat on the sides. And topped everything off with mint glacier.",5,Positive
Very nice food and service.,5,Positive
It was good but quantity was very less,4,Positive
"Very nice ambiance
Food quality is good
Prices! Well value for money, but good thing is there are discounts on cards!",5,Positive
Nicest place for nicest food,5,Positive
Taste was nice..,4,Positive
"Mostly I go in do darya it's a first time I visit shaheed-e-millat branch. Food was delicious  and service was awsome. One of the great and experienced waiter Mr Murtaza help us to order our food. Such a nice person he is.
Thank you Mr Murtaza.",5,Positive
"Good food, good service and ambiance was good too. Loved everything.",5,Positive
"Testy food and excellent services.
Make sure booking in advance due to limited space. Pray area is not available.",5,Positive
No doubt this spot is fantastic. Cover all expects which you think for a good meal with relaxing environment. Must visit if you near by this point.,5,Positive
Today visited kababjees but didn't like their food specially what a worst madbee they served and too much expensive quantity is too less before their taste was way much better but today we weren't satisfied.our guests also didn't like either,2,Negative
"Enjoy full time 😜
There 4 man wearing masks . That's not like a ghost 👻
But we will enjoy a loot …",4,Positive
"Really good food. Chicken paneer reshmi handi is divine. Cheese naans delicious. Mutton kebabs, hummus, raita, fresh lime seven up are really good too. Service is great as well. Nihari is really nice. Dhaaga kebabs leave a lot to be desired though.",4,Positive
Great bbq dishes at reasonable rates. Succulent kababs ranging from mildly spicy to hot are outstanding and one of the best in Karachi. Specialities include Afghani boti and Lebanese kabab. Local cuisine is also exceptional in taste. …,5,Positive
"The food was great . We ordered a variety of food like pasta, burger, handi, steak, and kababs . The waiters were'nt very vigilant . The environment was comfortable and hygienic .",4,Positive
"Excellent service with good ambiance. Food is unique, delicious and high quality",5,Positive
Excellent quality of food and service..everything was perfect..definately will go again.,5,Positive
Wonderful service....but remember due to neighbourhood of security installations you won't have access to mobile networks ...you will have to make own arrangemnts for recieving you guests due to no cell contacts...,5,Positive
"It was the weekend and new year's eve, a lot of crowds. Food quality and quantity were indescribable. Charges were higher.",3,Neutral
"Food is expensive but worth it. Best suited for family and couples. Nice enviroment.
Just one problem, low signals due to central jail jammers",5,Positive
Good food good taste 😍 …,5,Positive
It was my first experience there.. and i dont want to go there again prices were soo high and quantity was so less also i seem this place quite look alike shadi hall not a resturant,2,Negative
"Food and service were average ... But the  ambiance, furniture and facilities are well maintained and modern",4,Positive
I had car dine in there . Service and staff was good but food wasn't deserving . Taste wasn't like we had before . I ordered zinger and Manchurian,3,Neutral
"Awesome
Tasty Food with best service....
Highly recommend",5,Positive
The customer service is quite slow. The waiters weren't proactive in providing quick service.,3,Neutral
Good food. Not just bbq and desi but good Chinese and Steaks as well. Fire Style something something is their best steak. Good staff. Better service on the bottom floor. Wifi sucks lol.,4,Positive
It's ok. Not so special. No proper waiting area. People waiting outside restaurant. Fish is ok but BBQ mutton chops lebnese boti are just okay.,3,Neutral
"I have ordered food from them via home delivery and they delivered without any delivery charges all the way to airport, food quality was also above excellent, forgot to take pictures.",4,Positive
Everything was good except for dal makhni - not recommended at all - it looked and tasted more like handi ka salan than daal. Desserts choices were limited as well.,4,Positive
"Had a take away of Chicken and Behari. Both were not marinated. Big chunks of meat were served, contrary to earlier experiences",3,Neutral
"Nice environment, cool place, delicious food, sensible staff well trained.",5,Positive
Good food good service... Staff is good... Taste is fantastic....,5,Positive
"Outclass , 100 times better than kolachi.",5,Positive
Great food which is tasty as well. A little pricey though but overall a satisfying experience everytime,4,Positive
One of the few restaurants that have not only maintained but also improved their standards over the years.,5,Positive
"My experience was good, It's good among their all branches. This restaurant is very clean and Service is ok.
The kharai was good but I did not find the Kababs very flavorful.",4,Positive
"food is tasty , Quick service and  neat and clean safe environment",5,Positive
It is an exiquisite place. This is my favourite branch of Kebabjees in the city. The decoration is awesome. There is a VR for kids to enjoy too at the entrance. The service is very good. It is special for its Kebabs and Karahi. The Chullu Kebab is a must to try dish.,5,Positive
I went there 1 week ago.A very good atmosphere and a very well decorated place.Food was very tasty and delicious.Serving was excellent.I love to go there again and again.,5,Positive
"Soft calm environment good to relax and chill out. Maintained their quality but quantity becomes less.
Good customer care.",5,Positive
"I like this place because of the mouth watering food.the food was on time.but the restaurant was too noisy,which annoyed some  of us.but all over I lived the service there the waiters were the nicest.i would suggest the food there because it is so so tasty.🤤 …",4,Positive
"Compared to price, their service and food quality is very poor. They are charging like Kolachi and Zeyttin but providing food like bundukhan",2,Negative
"Overpriced. Without any card discount, it's not worth going. They have removed their two really go d dishes, brain masala and katakat from the menu. Sad!",3,Neutral
"Excellent environment, superb quality of food, family restaurant and awesome taste... Price is affordable but serving size should be a bit larger... cheese naan is a must try and gola kabab taste like heaven and the texture of kabab was extremely great",4,Positive
"Nice place for famalies to go very tastey food, lamb chops, BBQ, karhai, fried fish etc are the best. I would recommend everyone to visit. In this COVID-19 situation they are following the SOPs perfectly.",5,Positive
Kababjees was a world class experience. The employees were active and freindly and did thier best to meet our needs and exceed our expectations. Everything from the valet parking to the ambience of the restrant was superb. The washrooms …,5,Positive
"Tasty food and very quick service. If you are in the mood for good quality desi BBQ and karahi, Kababjees is the nearest place in PECHS. Mutton ribs are very tasty here. They also serve khandaari naan which not many places in this area do. Cheese naan is a classic starter and quite tasty.",4,Positive
"Food was amazing but pricey, thanks to JS bank's credit Card offer of 50% the day was saved",4,Positive
"They never disappoint you. No matter how many times you go, they have for sure maintained the taste, service and food quality.",5,Positive
Food is good. Waiting time is very high. You wait long if u dont have any reference,3,Neutral
"Great atmosphere and service. A wide selection at acceptable prices. Not the best kebabs I've ever had but very good. Would recommend Palak Paneer, Lahori Fish, Paneer Reshmi Handi and Mutton Karahi.",5,Positive
"This place is really nice, its got an awesome environment and food quality is marvelous. Everyone should try it at least once",5,Positive
Excellent food. Although as same as other kabajees restaurants/outlets but the environment n service is great. Must go,5,Positive
a bar b que and chiness restaurant a big name with high rates but low satisfaction dull enviroment average food may be in this cost other restaurant with better ambiance can be visited i am talking about shaheed millat outlet other wise their parent location have much more better experiance.,3,Neutral
"You'll always find a long waiting line here, but reservation can save you like us and then you will enter into a dark seatin area where you will wait again for your order. Though the name is Kababjees but you'll not find such quality amd tastr in bar b q items. Must try paneer handi!",5,Positive
Ordered food through food panda.. it was a great experience with kababjees. Awesome service... Great packaging.. food was packed in a great way to make it delivered hot and fresh.. the taste was tooooo good..loved each n every bite of the food.. thank you kababjees!,5,Positive
Good Food and service. Place was too much noisy.,4,Positive
"Delisious
Recomended",5,Positive
"Great place to dine, ample parking space nice delicious food well arranged n service was good too",5,Positive
"This restaurant is very clean and nicely designed. Service is excellent, bathrooms are also clean, and food was good, especially the bihari boti.",4,Positive
Nice ambious. The taste of food was very delicious. Their regulor customer and i always enjoy food very much,5,Positive
"Nice, cozy environment, good tasty food, specially cheese naan and peshawari mutton karhai, have to be in waiting for a while as usuàlly its crowded.",4,Positive
Good quality food with excellent service. Environment is also very good. Just work out  the quantity of meal.,4,Positive
They offered us ice cream because we didn't really like the food and service which was really nice of them Butt the thing is the chinese and their starters were not that good.Also they should have separated the area for the nikkah function.There was a lot of chaos there.Might not visit again.,3,Neutral
"I would say simply awesome.
Taste of food here is finger licking good :)
I would recommend all the tourists to visit this place and try the food sensation",5,Positive
Too crowded but the food was good and as per reputation. The sizzling steaks from other people's orders caused coughing but that was a small issue,4,Positive
Very excellent place for dining but a little bit expensive. An average of Rs 1000 per head. Environment is pleasant and clean.,5,Positive
"Taste is excellent and service is very good, but there are no mobile signals inside the restaurant and quality of the Wi-Fi is not good at all.",4,Positive
"Loved the ambience, food was served quick however had to wait to enter as the place was full. Amazing food",5,Positive
Service was below standard. The quality and tase of food  was below standard. Hummas suxh that i have never tasted before had to return two times.,3,Neutral
The sevice etc. was vary good but the bill is for tax minutes you should have be informed before dinner or if there was a notice..,3,Neutral
Food was good. Service was fine. Overall a satisfactory statement,4,Positive
Excellent food and service and nice ambiance.,5,Positive
Great taste delicious food with hundreds of options. Dinning arrangements amazing too,5,Positive
Below average service (slow). Taste is good. Parking is available. Location is ok.,4,Positive
Great ambiance good service Tasty food,5,Positive
"Low service taste is good n quantity too
Fish n chips were sooooo fresh n crispy
Mutton n chicken karahi was yum n well tender",4,Positive
"Good food , great service
Ambience can be worked upon & servings need to be enlarged.
Good place to hang out with large groups.",4,Positive
"After hearing about their fried chicken, we tried again their burgers or fried chicken. It's best decision we've made.",5,Positive
"Service was slow, lemon mint glacier drinks were served too late when we were almost done with meal and soft drinks weren't served till we finished meal so we cancle its order, taste was good !",3,Neutral
"Best food dishes served. Famous for barbeque items,  mutton karahi. Spacious family indoor and outdoor sitting. Good environment",5,Positive
Very poor n uncomfortable chairs on the ground floor half area. Chairs are made of straws and are short in height …,5,Positive
"Food is good, would not recommend drinks from Kababjees tho",3,Neutral
Kababjees is undoubtedly the best restaurant in Karachi. It always serves the best quality food in very compatible prices. Hope that they maintain their taste and quality. Thanks,5,Positive
A bit expensive and the quality of food is not at all value for money. The ambience was too much noisy.,3,Neutral
"Nice food , but waiters were slow and worst atmosphere cooling wise air conditioners were not working",4,Positive
Good place for get together but needs to increase the sitting area as it's congested to occupy more people otherwise staff service  and food were awesome,4,Positive
Food was really very delicious even taste was much better than do darya branch. But would love to go do darya just because of atmosphere.,5,Positive
"As always and as in every branch of kababjees they have just excellent authentic Pakistani food. They don't shy away from using necessary spices in the name of so called ""catering for the masses"". They purely believe in real taste and their …",5,Positive
Heard a lot about Kababjees.. Tried many dishes.. But Paneer White Karahi was delicious.. Ice cream was also upto the mark.. For improvement they need to make space bigger.. Overall liked it..,4,Positive
Amazing service and food but too much crowded,5,Positive
Yummy food. Excellent service.  My kids like their chicken chilli dry with rice 😋😋😋 …,5,Positive
"Mutton Ringo Kabab and Malai boti were excellent.
Chinese is below average.
Makhni Handi was also excellent.",4,Positive
"Pros : Great food , clean atmosphere,       efficient service
Cons : food is expensive  and quantity of the food served is less    ..... that is why gave them 4 stars",4,Positive
The Food was the bestest ever and the excellent service by AMJAD ALI was an addition for the best restaurant.,5,Positive
"Mutton ribs reaches out of pocket 4000

Red snippers was decilous …",5,Positive
Taste is amazing and ambience is not bad but they should have proper baby seats as its mostlu frequented by families.,4,Positive
Good quality great food. Staff was very nice.,5,Positive
Excellent food and specially service roti mangwane k dil howa waiter garam garam roti k saat hazir wounderful I love their service and 👌cleaness …,5,Positive
Over crowded.. Therefore their staff was too busy to entertain properly. And bcz of being  over crowded places I doubt their hygien.. Although food is good,3,Neutral
"Food is good but they are not displaying STN #  on the Bill , It means they are charging 13% from the customer and NOT depositing in Govt.",2,Negative
"Nice place can keep more clean. Service good , food good, price reasonable",3,Neutral
"Beautiful,, the best place to relax,  enjoy your meal with friends & family.  And not heavy on your wallet",4,Positive
Worst experience ever. Pathetic service and average quality of food. Not going to recommend to anyone.,2,Negative
"Excellent taste and quantity, but above average pricing means that only large groups of people should dine here.",5,Positive
Its really good specially the food n atmosphere,5,Positive
"Very good experience and horror cafe was superb
Excellant service",5,Positive
"Food & Service are very good, the ambience is very uncomfortable especially during rush hours, it's hard to find a good parking spot.",3,Neutral
This place is beautiful food and service are amazing,5,Positive
"Good service. Nice food, good place to have dinner with family.",4,Positive
Because of its delightful atmosphere and tasty mouth watering food but they still take time however we got the booking prior,4,Positive
Dishes were damn too tasty.. and a hygienic environment.. you can have a family dinner in peace..,4,Positive
Good food. Good staff. Little bit improvement required for sitting arrangements and air-conditioning.,5,Positive
Over-priced and food taste is very average. Not worth the money. The only positive is ambience.,2,Negative
"It always the best spot for us. Cellebratins n special dawatein are best here.
Love this place n food.
I must say there is no dish which can be recomended as bad.",5,Positive
Freshly cooked delicious meal though had to wait for 40 minutes to get a table One of the best restaurant in Karachi Highly recommend,5,Positive
"Nice service , average food, beautiful ambiance",3,Neutral
"The food was very delicious plus the sitting area was quite good and big enough , service was also very good
10/10",5,Positive
"Nice ambience, and quality food served",5,Positive
"In terms of value for money 30 out of 100. Good taste, average ambiance, less than average quantity, reasonable service.",2,Negative
"It was a nice experience to iftar but I would not be going there anything soon. They are give discounts on credit cards,so do check their website.",3,Neutral
"Food quality superb, taste is good you won't say wow ANYmore, services in undoubtedly excellent",4,Positive
Loved the place...crowded place witht tasty food,4,Positive
"The food is great, the ambience is settling but the wait is wayyyy too much. So do make reservations before going",4,Positive
"Had a cousin's birthday celebrated there. I like the food and the environment was also to the point, excellent!",5,Positive
Great place awesome taste wait time was a bit long otherwise good experience,4,Positive
Food was good but service was too slow,4,Positive
Food was good but quantity was very less....for getting more customer ..my advice to review,3,Neutral
"It's good among their all branches, big space delicious food. Good service also",5,Positive
Food is Tasty. Washroom is very Dirty. Menu doesn't have a good variety of Handi.,4,Positive
"The food quality is good worth what we pay, but service is little slow.",4,Positive
Great food. And a must go place with family and friends,5,Positive
"Excellent place for eating, Impressive personal care, Very excellent environment, love to go ever...",5,Positive
"Food and ambiance needs improvement, services are quite good. A good place for family dinner",4,Positive
"Very nice place and good food
Mutton karahi wasn't so good
Other food was awesome",5,Positive
Very good food all items we were excellent but pricey,5,Positive
"Give 5 star to All Food item
STARTER WAS AMAZING
MAIN COURSE WAS GOOD …",5,Positive
"So noisy, cooling very poor, most annoying is this bill in which water & maranda cane charge on triple and again charge 13% gst that is double taxsation",2,Negative
"The food was fine,the quality of meat karahi was well done,roghni naan was perfect but the aroma inside needs some refreshness",4,Positive
Staff is very good. assists very good. corrects the food if it's wrong. EXCELLENT QUALITY OF FOOD.,5,Positive
Specially kaab recommend,5,Positive
"NIEC
Good",5,Positive
Nice place with good ambience..just a litlle but temp prob in the ground floor..chiller doesnt work very well..otherwise..everything was perfect,4,Positive
Not a good variety in beef Chinese and a dish with beef chilli is over full with ginger and not a single onion was in that,5,Positive
Food is good but expensive and because of security issues no mobile networks make ur life difficult unable to call to home or friends this was very irritating.,3,Neutral
"Location isn't much safer, Cellular phone signals very weak just because of powerful jammers of central jail Karachi, and central jail is near to Location",3,Neutral
Food is excellent. They brought main course before soups. Overall service is great.,3,Neutral
Food is very good but noisy ambiance. Juice and shakes area should be separated from dinning side.....,4,Positive
Place is Ok . AC was not working . Had to request to move to another table but the result was the same .could not enjoy my  food .,3,Neutral
Food quality is good.. but little expensive than it worths.,4,Positive
This place is classy. Its cuisine are mouth watering with balanced health care and hospitality in style.,4,Positive
Amazing dinner delicious taste n very good n quick service n peaceful environment,5,Positive
Excellent food with poor and slow service,5,Positive
Kababjees Shaheed e Millat is a good place for dinner with family food is good n tasty. NICE AMBIANCE but little bit congested specially in Ramadan.,5,Positive
The food was really good as well as the service.And the decor of the restraunt was also good,5,Positive
"Best quality food
Best ambiance
Best services …",5,Positive
Food is really good. Handi and bbq is recommended. Only issue is phone signals whoch usually not available due to prison.,4,Positive
"Awaome experience
nice atmosphere
Quick service …",5,Positive
Taste was not up to expectations very bad experience about the menu but service was good,2,Negative
"Food , environment,  staff & location every thing is awesome....
But they charge extra for these facilities...
I recommend every one has to visit at least once.",5,Positive
A nice place to have good and quality food with family and friends,4,Positive
Yesterday I was at kabaabjees with my friends for having so really we enjoyed o lot it was a memorable day of my life and I had a great experience with kabaabjees but service was little slow,5,Positive
"Food is fine not out class.
Rushy place",3,Neutral
Yakhni handi and Peshawari karahi very good. Mix katakat with butter needs more butter. Kulli was crown in the jewel,5,Positive
Nice food and ambience but highly overpriced. Everything else is great!,4,Positive
Great food! But very few options available compared to the provided menu!,5,Positive
Very long waiting,3,Neutral
The food was good but service was too slow. It took about 50 minutes to get food and then further 20 minutes to get drinks.,3,Neutral
"Yummy food with good quality nd excellent ambiance . specially I love stake ,mutton chops nd chullo kabab",5,Positive
It was cool and chill but bathroom was dirty and undermaintainnce like only 1 in a restaurant,4,Positive
"I Really had bad experience last week.. food was cold, as soon as ordered we got our meal just after 5-10mins that shows it wasn't  fresh , food were below average , chicken was undercooked ,literally I found 300-400 zinger tastes better then it.",2,Negative
"During the campaign to support local restaurants, lotteries of many restaurants whose quality has fallen from the standard, one of them is Kebabjees, it is very good that they have opened their franchises with such speed.  But it is also …",3,Neutral
I came here with a friend. I enjoyed the food a lot. He mentioned that he comes here quite often as he quite likes it. The atmosphere was nice. It was a lovely evening spent here.,5,Positive
"Ambience 💯
Food 90/100
Service 💯 …",4,Positive
"Very delicious and tasty food. It is the best alternate to KFC and I would like to say that it is more than KFC.
The chicken lovers are advised to taste it once and they are going to love the taste of KjFC.",5,Positive
Water pump branch beauty full palace Good locking Staff Service 💯 …,4,Positive
"Wraps take too long, but overall good experience.",4,Positive
Good place to enjoy ut meal,5,Positive
Chicken not cook properly,3,Neutral
