Comment,Label
tum log chor sale tera charger chora pata chala tum log chor,Negative
bhai tumahara charger chori gaya hamara champion trophy chori gaya bhai pata chale batana,Negative
new papa unlocked varma,Negative
kaala jaadu matla alla lulla kat rahe kyaa,Negative
tumhari akc bkl npkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb pkmkb,Negative
trending,Normal
views tho mere ge,Positive
bapp bapp hota lando,Negative
october walo attendance,Normal
tera baap,Negative
garib desh garib log unki garibi,Negative
ashar nawaz khan,Normal
welcome event,Positive
good decision,Positive
pta chal gaya hoga baapbaaphotahai,Negative
yaar nu milaygi ajj lash yaar di,Positive
inke yaha free condom batane chahiye kese kese log paida hote,Negative
har bar har jate yhi tarika,Negative
first time laash word used song beautifully,Positive
but she ll teaching us right,Positive
first time,Positive
hamesha looooonnnn milta lo d,Negative
nyc love,Positive
rafael tuci sapne main gira dete tum eitne unpar tum,Negative
even,Normal
hum alag alag theek hain shukar allah,Positive
ajay want work your team free,Normal
mera channel nmd abdul meri jaan sab kuch fayda hoga,Positive
sale charger kaun lekar bhag gya re,Negative
thumbnail smjh aarha buffalo kaun rathi kaun,Normal
walo kuch sorom kar,Negative
favorite line,Normal
پaar channa de,Positive
yar channel iska ya aman,Normal
pta kitge jung jitke api khush hoi jande,Negative
heart touching line,Positive
nepal,Normal
blown away,Positive
pak aatankwadi,Negative
aplogoki duyao mei takat nehi hey apka allah apse narash hey,Negative
no team lekar no team apni ammi,Negative
love song,Positive
dire dire malom pare gha,Negative
beta har gya,Negative
khud kabul kar liya har bari har jate,Negative
dekhoonlinehamesh tumhare papa modijika,Normal
nice touching video took bold decision after struggle yrs business failed now society will never understand listen story struggle going back search job goodluck struggling people,Positive
baap baap hota beta,Negative
shilpiy rao your voice love,Positive
noori best,Positive
thank much,Positive
bap bap hota love,Negative
ish liye toh wale aap sath handshake nahin karte sale chor log,Negative
bahardur garh main saal rahe kr aaya jhajjar road,Normal
hathi hotoha uske piche kutte khub bhokhte hati koi parwah hoti,Negative
sohni g,Positive
ravan shiv bhakt par uski harkate dekho bhaiya atheist hain par dharmik ravan astik hone baad adharmik hume dharm jyada priority deni chahiye ishwar yahi chahte hain,Normal
congratulation nnew papa telak verma,Negative
why doesn t your wife wear vermilion demand,Normal
your father understand,Negative
giri missile noorkhan,Negative
became super favorite,Positive
' not name,Normal
tum pure paxtani khusre,Negative
finaly found track where not fighting,Positive
meeran tu toh bada maryada purushottam jaise,Positive
literally saw him at around,Positive
phad pallada uss murshid da jehda tenu paar lagaa ve,Positive
thank noori,Positive
yaar toh dil,Positive
bhai karke dikhaya,Normal
wo meri ba kanha gai,Negative
bap pel chale aay mc,Negative
inko sharm nahi aati,Negative
lagta hindu jaisa par vastav tu mula,Normal
indian refel gand ghush gya,Negative
tum log yaha kr rhe,Normal
anyone december,Normal
pure sufi touch,Positive
has heart,Positive
poor bro can t afford,Negative
hello mam,Normal
great content bro generations need info provide knowledge,Positive
contact,Normal
heart,Positive
puri rat party hogi vava,Negative
big boss wild card entry lene aagye rathee,Normal
gotta feel sad them they deserve better,Negative
cant believe song old,Normal
wahi jo aaj bigg boss dusro juthe bartan maaj saala chapri,Negative
pta chala baap kon paizaan,Negative
sister how did got internship microsoft ncan guide plz nfrom new year starting year studies career ai data science nso plz if feel plz guide,Normal
anyone kisi,Positive
inspirational many generations indeed,Positive
bc apni biwi bs utti der dikhata jitta uska thumbnail bnn sake,Normal
bhai jis itni burai krte usi tera gav ata usko germany lie jaa yaha tera kuch chore,Negative
harne bad puri raat pichhwada marva karkar shukun jana,Negative
jagah bramhosh gira pakistaan main naur rafel koi proof nhamare pass proof,Negative
im here first time listening song but always heard those lines reels give goosebumps,Positive
very nice bhai,Positive
aapko udhar koi janta,Normal
amazing atif aslam voice,Positive
halala saare bacche video kisiko pta unka abbu kaun unka mama unka abbu sakta,Negative
pak,Normal
tumhari ma,Negative
bird indian purple moorhen,Normal
chor trophy medal chura le gya tujhe tere charger padi,Negative
tum sab jaat barabar haii,Negative
irfan qadri,Normal
nice,Positive
im just love song,Positive
litti,Normal
kamal pakistanio jo log ph charger nahi chor rahe wo log harayenge rafale girayenge,Negative
dakh lo padda tee,Negative
hansi,Normal
lots respect such indians,Positive
very ambitious,Positive
cant stop listening song beautiful,Positive
big boss aa rhe,Positive
bhai best,Positive
veere,Normal
anyone celebrating independence day,Positive
heartwarming love love,Positive
chor chor karta har jaga,Negative
next time bharmos civilian area taarget krna chaye tab janke inko pata chlega,Negative
baap baap hota,Negative
junaiid thankss,Positive
rao voice,Positive
shukriya janabe aali,Positive
juli mam kab puri hindi sikhayoge,Normal
new papa milega varma,Negative
whole song was brilliant,Positive
danny,Normal
pakistani kua menduck nrafel rafel keya proof but hamare pass proof,Negative
pak king,Normal
[cleaned text]: ajnabi lash yarr di,Positive
army walo moot nikala humne tumhare,Negative
ha ha ha tum naqvi hamra asia cup chura le gaya tum apne charger liy ro rahe sari kom chor,Negative
baap baap hota samja sadiyo tumhare baap hum rahenge,Negative
islam pel diya pel diya pel diya phir bahut maza aa haha,Negative
no august,Normal
sacha pyar jo apne rab jaye kiyonkay dhone khuda mil jata,Positive
sale anrej chode chhor cla ja apni salang use kro,Negative
kaz g respect,Positive
baap baap rahega baap baap rahega,Negative
isliye banaa block madrachod tu vahi kar jo sab kar,Negative
rizwan tere ma beta jo bola o tere ma bosra,Negative
pel diya tujhe,Negative
chor sane madh,Negative
coke stuff,Positive
may allah bless ali noor health speedy recovery,Positive
lota was disappointed because juli don t know him,Negative
cricket hargaya carjerme jethgaya,Negative
allah bola dua dum maza nahi aaya allah isliye tumko haar dedi,Negative
sure sister class learning courses started html course your channel was superb ilearned sister don t feel sis yt channel will become no,Positive
baap baap hata,Negative
what doing reach those students,Normal
bhojpuri gana jitega jitega yah le mera abhi,Negative
rao shabh,Normal
ladi batayekar bhai,Normal
bab bap hota beta,Negative
mundhal hun apke side wale gaon,Normal
farihamirhr allah aapko padhne akal bakhsh,Positive
song dedicate soni mahiwal true love story,Positive
ha d kia loge nb nc nd,Negative
okat dikhadi yane beta ro,Negative
im listening,Normal
fantastic,Positive
song stole heart really,Positive
tumne uchi uchi bol bol tati nikal li apni match fer b mila,Negative
proud moment every pakistani,Positive
bhai kai pass russian,Normal
elvsh yadav like,Positive
please ncare full,Normal
enjoying its something,Normal
batao baaap kon hy,Negative
ohh goddd why feels like an inspiration biography,Positive
kar li dua beta teri bua dua kaam aaygi baad rote tum log,Negative
ro hans hans mare,Negative
jung b hum jeete proof b puri duniya de diya galich aulad,Negative
kounsa rafale giraye thee beh tumlog aukad itna ha jhahilo aukad main rehke baat karo thoda roti khane liye paisa nahi aaye rafale girane babu match accha khelke jeeti jaati aise bandoro wali harkat nahi jhalil aulad,Negative
noor khaan bace,Negative
gav havaye,Normal
anyone nov,Normal
perfect soundtrack emotions,Positive
listening,Positive
rely,Positive
baap kaun pata chal gaya joker,Negative
one october,Normal
also rathee bhaishab,Normal
sepah koi,Positive
best singer,Positive
nashedi chhapri kaum apni sarkaar chataya chuuran chaatti war wali baat jhooth pe jeeti jis din unke jhooth pakdogey us din shayad haalat sahi tumhari warna aise salwaar dance karna saari zindagi humara hum aagey badh rahe hain,Negative
german dogs aagaya,Negative
fardan ahmed,Positive
bhai wazirabad kr ajana,Normal
sheer magic,Positive
ena de sistar chod de varma,Negative
bruh north shit,Negative
just wanna tell re favorite person just wanna make one vlog future ik far cry but can predict future,Positive
kala jadu gandmaraya,Negative
systummm pad denge,Normal
rafel jhuti khabar toh pakkstani govt tume suna di,Negative
bird name purple swamphen,Normal
your english speaking skill good,Positive
dekho abhi bihar gaya kitna bar ham log tumko laat maar wapas bhejo har gaya,Negative
hope both happily married now,Positive
best ever soulful beauty,Positive
sohni mahiwal love story,Positive
tum log kitne baap olad jo kabhi kuchh bolte kabhi kuchh bolte,Negative
eucalyptus such poora nam yeh hmare yahan up liptis bolte bro ped,Normal
mem aap microsoft year kis trha offer mila deatils batao,Normal
man voice awesome,Positive
foot thanks,Positive
thanks sharing its amazing,Positive
mere bhai baap baap hota beta beta hota samajh aaya,Negative
l vish bhai spotted,Normal
lolz answer your team forever lies your vlog itself,Negative
already does prove really going bigboss,Normal
wahhhhhhh sethi sahib,Positive
like song,Positive
everything was fine,Normal
september waly like zaroor kri,Positive
please visit punjab harimandir sahib ji,Negative
tumare oukat bhool gaye bhai,Negative
tumara papa jeet gya,Negative
charger chor,Negative
oh please,Positive
true dat,Normal
bhai bgm konsa bohot accha please tell,Positive
soulful song love,Positive
last seen very nice,Positive
mashaallah bahut khoob,Positive
inspirational,Positive
aap jo hume pada rhe uske liye bahut bahut dhanyawad,Positive
jokers bache logs,Negative
mahiwal side aa skta,Positive
pedal steel guitar,Normal
not cry,Negative
charger chor trophy chor,Negative
aake dekho konsa garbage jata river lgta apne nai river bna di by way river nahar vo apko saf milegi offcourse up haridwar delhi river bhot jada saf,Normal
angelo squares,Normal
proud,Positive
shradha very impressed,Positive
chinab does not flow through gujrat,Normal
match hota rehe ga parr bhai koi charger legy,Negative
ammi jaan poochh lo kiske sath soyegi aaj,Negative
awsum voice just beyond words,Positive
waooo amazing song,Positive
sirf bol rahe rafel gira diye yeh kaho pakiatan acia cup jita bolo bolo nakvi le gya trophy pakiatan bolo bolo,Negative
bro an masterpiece also its emotions unmatched,Positive
baap baap hota,Negative
just superb,Positive
song never get old,Positive
nayyar javaid peace unity love,Positive
music only thing unites us,Positive
moi ja typo error sorry,Normal
rao noori,Positive
nice,Positive
soni-mahiwal,Positive
puri raat party kiya lekin tumhare saare baap log,Negative
proves himself half knowledge more dangerous,Positive
got goosebumps when listened story,Positive
would love know why says nomoshkar dosto at bigginig his video as know his native language not bengali,Positive
anyone nov,Normal
sister inspiration love shada,Positive
bach rhana,Normal
lady instrument did best,Positive
hu ma,Normal
dream reach one day homeland beloved,Positive
inches dediya verma,Negative
pata chal gaya kon baap,Negative
nice step,Positive
alvish,Normal
public chor trophy chori gaya dul baap kaun,Negative
bola,Normal
wow di also jmvian class th pcm inspired by,Positive
abe chutye,Negative
dhruvratheevlogs,Normal
dont know how thank person suggested song,Positive
baat,Normal
bhai o family vloging bola adhura gyan mt liya karo,Normal
meee,Normal
made day,Positive
papa kehde ladle,Negative
jai jahar veer goga ji,Normal
suleman ahmed,Normal
tum logon baap kahan baap hota halala hota halala,Negative
bhai bigg boss wild card entry le rhe,Normal
such great,Positive
alwas land dal dega,Negative
congratulations everyone dream pura hogya changed plain t shirt,Positive
bar lele,Negative
gaar mi merchi laga,Negative
hm,Normal
time favourite kangna,Positive
when did come nindia,Normal
realistic,Positive
best music,Positive
pata chala tera baap kon samajh gaya rahi rafel wali baat tumhari army v jhuth bolti hamara v rafel nahi mar paye tum log bharat mata jai,Negative
not true story sohni mahiwal,Normal
love,Positive
novel scene,Normal
its still,Normal
containent very good informative like watching,Positive
sapne b inki aukat bat kr rhe g,Negative
swad as jata inhe rote hue dekh,Negative
think ll still our microsoft waali,Positive
tumhara jaise londe army bal bonka nahin kar sakta,Negative
log delulu only solulu thoda seriously le haye,Negative
let make bharat viswaguru again,Normal
aadat hogyi hogi haarne,Negative
april aaya tu vlog july daalya chore,Normal
toh aa gya swaad last chud gayi ammi,Negative
tumari nasle chali jayegi tum hamse jung mei jit paoge,Negative
hello its your father,Negative
please visit satlok aashram dhanana,Negative
unprecius,Negative
tum apni ammi puch tera bap kon,Negative
pakistani logo lgta sher aut gya match jit jayenge par enko pta bap bap hota,Negative
thankyou insta reels brought masterpiece,Positive
kadon aaye o fair,Normal
maine toh socha main ate jail main hoga no hate but aisa laga jaise bina dare videos banata hain,Negative
warm welcome,Positive
silence those think indian,Normal
best song far,Positive
kala jaadu namaz nye stone age,Negative
yaha mere parents sahdi hui thi welcome naapko pata mera ancestral hum yaha har sal bar aate ni feeling proud isko hum johd bolte,Positive
pretty nice,Positive
emotional story but very inspiration story,Positive
mujhe,Positive
last minute november,Normal
german shefard,Normal
tube arun creation please,Normal
team apna college very much excited thankful both amd team creating life balanced manner r inspirations many people like please go ahead let know if can support getting nervous during life decisions now verge sink river flood got charging thru motivations thanks alll,Positive
now become shraddha dhatarwal,Positive
masterpiece love love love song,Positive
really find back vocalist,Positive
awesome love cs,Positive
vai tum pakistani log mujra danse achchi kar lete,Negative
also,Normal
mujhe aaj pata chala song baare,Positive
dadi nahi murkh tumhare ghar,Normal
yea match tere baap,Negative
umair need your help,Normal
hum us gori mam bhansiya dekhkr aaye,Normal
saale nab pta chala baap kon nki abhi confusion nkhane paise hain cricket khelne chale hain,Negative
rafael giraye honge dobara kharid lenge hame kaun sa loan lena ha,Negative
yes,Normal
old video about months nwheat harvesting,Normal
maza aa gaya aapka gaon dekh kar achchha lagta dekhkar kabhi kabhar aate rahiye apne gaon,Normal
inshallah one day,Positive
beautiful sound track,Positive
omar ali kashmiri,Positive
congrats get enlightened beautiful music,Positive
bap name ok g,Negative
editing too fast,Normal
tumlog etna har baad etna bezat hone baad etna confidence rehete kese yaar,Negative
wahi hum bolte rehte smjhate rehte baap baap hota champion,Negative
tumhara allah baap saat bete saath nahi,Negative
rao' presence,Positive
baap baap baap rahega jay hind,Negative
best your future shradha di,Positive
shilpha roa just awesome,Positive
just precious,Positive
ap sabse best ladki kyu ap maa baap naam bhht ucha kar rhi,Positive
superb music,Positive
ga d fut gye beta,Negative
avibi time hee apni aukad mee raho hamse khalneki galti jitnibar karoge utni bar haro geee,Negative
planning an edtech startup,Normal
match tumara wale tumare yha halala karne aye te,Negative
people r vloging bcz our indians money feed ur children,Negative
tind wala tara v kamal aa yar super,Positive
valo tumhe dog jaisa bhok rhe dog jab danda padta chup chap muh bad jata vaise tumhari halat,Negative
pata chal gya naa baap kaun,Negative
murdabad murdabad,Negative
huge respect,Positive
one like german pilla,Negative
hu,Normal
listening current seasons,Normal
rock,Positive
music divine thing universe,Positive
gurgaon bar,Normal
bro called bitora our,Normal
september,Normal
now civil field can sector,Normal
masterpiece,Positive
bata baap kon,Negative
eslam haar gaya bhai ji,Negative
seems totally disorganised,Negative
kabristan,Negative
bikhari tum,Negative
joker children school nahi jana hain,Negative
abid khan,Positive
murdabad murdabad murdabad,Negative
trending,Positive
tiktok,Normal
while listening close your eyes feel song,Positive
bhabhi hindi sikha yaar,Normal
woww nice see following indian religious culture,Positive
big fan mom your voice pretty,Positive
dekho main itni garibi charjar chori kr bhag gaya fhir trophy pakistani chori karega,Negative
give editor raise,Positive
great love coke,Positive
just imagine maestro ustad nusrat fateh ali khan,Positive
ya very great thing us,Positive
jaat guy,Normal
papa papa bete,Negative
good hear your story sister keep up keep growing proud haryanvi best wishes,Positive
aryan fg yq,Positive
techninja qw qfelvish rajasthan karauli,Normal
bas mazaa lene aaya hu inko taki pta chale baap baap hota,Negative
think batti litti nahi,Normal
matlab rathee sanatani gye,Normal
baap baap hote beta beta hota,Negative
o pakistani bhaiyaa badhae tumko tumhare baap aabu jit gaya,Negative
wow mast voice over mast,Positive
tera baap jake apne baap puch,Negative
abhi becharae ro hoga,Negative
aabhas khara,Positive
tu te main sunarian te swad aa gaya bhai,Normal
also love lot,Positive
guys inspiring,Positive
nice mam thanks motivation,Positive
tum lok chor hoo charger chori karna tum lok liye mamuli sa bat,Negative
may your loved ones always stay blessed peaceful,Positive
human status,Positive
kon baap samj gaya hoga tu bacche,Negative
thank inspiring many us,Positive
pakistani chaka chakaa lagegi naa,Negative
cant left any chance throw ton anyone any part y,Normal
rd nove,Positive
han kuch jayada grounded,Positive
war hargaya cricket hargaya,Negative
abdullah khan,Normal
big boss matar bhai kab ja rhe jaa rhe ya,Normal
op,Positive
janta kah rahi bik gaye kahavat gyi jab angur hath aye angur khatte,Negative
ads coming,Normal
ammi chud gai porkiyo face blue smiling,Negative
song year,Positive
jai jaharveer goga ji,Normal
noise pollution bolkar mandir ganti sath kr rkha,Negative
kamal,Normal
brahmos missile nnightmare pak,Negative
one favorite songs,Positive
excellent performance,Positive
ary hamare par dadha dadha lavdo tumlog haro ge har time fight match,Negative
those seconds,Normal
lovebabbar at right side photo,Positive
' really nice,Positive
love community holds no barriers knowledge,Positive
skarshad bahut ache jakar soja waise tumhare bhaiya engineer reveals le li,Positive
loved,Positive
was listening song,Positive
background music usually use your vlogs just next level,Positive
chatgtp pese nahi free kuch classes kara,Normal
baap baaap hota aaj jinnaa kos hoga apne aap tum behen laoudo alag kiye hote khush hote,Negative
also what your name,Normal
manipur burning make video manipur,Negative
if not step forward nyou will remain same place,Positive
tumara papa bharat rahega ky tum kahi,Negative
research karne baad iss bird name batayenge,Normal
re nhahahaha nno wonder re full shit,Negative
take back whatever words said showed gestures against d beginning your video mr rizwan dont worry will b always your father nn think twice before speak anything against your countrys cricket nil but ur peoples mouth never shuts shame people go hell,Negative
eternal song eternal voice love,Positive
ali hamza beauty,Positive
mashallah there anyone can say ghazal more sexily than ali noor don't think,Positive
itna chilla liye dusaro dekhne rafel bat krte gader movie nahi dekhi,Negative
dhinchak pooja fans too,Positive
listen nooris manwa re,Positive
thank mam also such dreams,Positive
love brother,Positive
proud,Positive
bhai aapse milna manali aa jaunga please,Normal
charger chura liya inhe kashmir chahiye,Negative
love form bangladesh,Positive
finally t shirt change kr liya,Positive
sanasbucket,Normal
loved no words express,Positive
did ask,Normal
more listen,Positive
will get certificate after completion but its not any institute,Normal
mujtaba,Positive
rafel kaha ghusa sach batana gaya,Negative
bhai malese giro aadmi sayad bach jaye ga lekin pak malese pak chhoda bhai hadi bi hat aayegi kuch aesa kiya bharat bap bap hota bhai,Negative
why microsoft os has no competition can explain,Normal
mann toh kar rha itni galiya du par phir yaad aya gali toh humare players match jeet de di inn kutto,Negative
mohsin naqvi bhai bhid main dekh usine charger gayab kiya tera nnaqvi ghar ja miljayega ncrime master naqvi aaya hun too kuch lekehi jaunga,Negative
hamara banda kafi match jitne liye samajh aaya,Negative
tum chutyo dekh bada mazza aata bhai jung tumne sapno mae jeeta jeeyo bhai jeeyo,Negative
thank shradha people like inspiring others start something their own good luck,Positive
what an awesome song,Positive
love bhaiya,Positive
ohh bhaiya mujhe aaj pta lga yeh hh,Normal
bhai big boss mat jana respect your intellectual mind,Positive
marwal murk coke,Positive
thanks,Positive
abe lukho,Negative
jaat,Normal
bhai sahi kha tune baap baap hota verma tumhara naya baap,Negative
tari tati nikl jau,Negative
inspiring,Positive
love her,Positive
sahi bola tumne nbaap baap hota nbaap hain ham tumhare,Negative
tum chhakke chhakke,Negative
love your voice,Positive
remove,Normal
they missing education but export terrorism their spacial,Negative
kare kare bhaijaan,Negative
walo sapno rafel girao bhikh mango,Negative
yo khane bihari bta rhi,Negative
last mey dekho koun baap,Negative
noaman tareen thank,Positive
proud both doing extraordinary well best luck bright future your thinking too good those peoples childrens wants study life but they not get single chance good trainers teachers like both thanksgiving,Positive
[cleaned text]: something different happened end what voice man,Normal
todays generation know value treasures,Positive
operation pura hua,Negative
ufff magic,Positive
hare krishna,Normal
pakistani trophy chor charger chor,Negative
lovely voice,Positive
finally new t shirt,Positive
what about woman candidate west bengal was paraded nudely by tmc worker bengal,Negative
tum log kab nahi sudharoge huaa baap nonsense khel aata nahi srif bakwas suno enki,Negative
baap baap hota exactly,Negative
bechare bhikhario,Negative
big fan god bless,Positive
bro never disappoint,Normal
hariomrana kisi political party support karta bhai nbut antinationlist jerman sheferd hindu dharma burai karta bhai,Negative
rabba,Normal
beta jii papa papa hota,Negative
love,Positive
bol hua bete kon samjh gaya,Negative
gautam kamat bambolkar,Positive
c pyright free music kaha liya jata hain,Normal
she deserves national award part,Positive
sis like your videos but please talk like every video please,Positive
im but love song,Positive
katora leke bhikh mango aata dedo,Negative
rao superb,Positive
ha bhai shift kar rahe abhi tere pas waha jane liye paise nahi latak lena kahi,Positive
nice god bless,Positive
neeraj mehra welcome,Normal
bihari,Normal
tum khud chakke si sakal toh tumko chakke padenge,Negative
best shraddha nthank helping us,Positive
its very bhavpurn,Positive
lots good wishes rathi very good human being humanity still persist because people like him nmay eeshwar always bless him keep him safe,Positive
brainwasher,Positive
baagoo baagoo chutheeyoo bikaariyoo inasshaallaa beter nexte time opreshion teelake varmaaa,Negative
bhai jaan,Negative
[cleaned text]: sohail asghar ary bhai jo peyar sy bat kary usy peyar sy reply don jo nafrat sy boly osy usi zuban reply,Positive
ya jo behen chod bol ya khub behen shadi karli hoge behen chod kon bap bap hota vhai thora khushi deta papa,Negative
papa hum tere beta,Negative
hyee,Normal
old nnew respect bhagwat geeta,Positive
self,Normal
god bless shradha help achieve your goal very best,Positive
jisne jisne course liya ohh like kijiye,Normal
uzbek,Normal
baap baap ni pitaji bol,Negative
ayush prashar,Normal
chor sab pakistani,Negative
meraa dil,Positive
now sharadha di ceo apna college,Positive
sana zaigham,Normal
bhai please bigboss ajao maza ajayega big fan,Positive
bhai app hamesha chaddi t shirt rehete kabhi ache kapde peheno,Normal
koi lo green harpic,Negative
iit hu mujhe pta chl rha yahi hota,Positive
kon kon election time dekh may,Positive
re wah haryanvi chhoraa,Positive
beautiful poetic,Positive
next video kab ayegi,Normal
kaise apply kre,Normal
southern lot well wishes,Positive
place where soul speaks,Positive
purpose visit biggboss,Negative
alfaj gya tel lene,Negative
hide ul kyaaa huaaa bap bap hota beta beta baas hava nikal gai,Negative
why r crying,Normal
masterpiece fav coke,Positive
inspired story every college student,Positive
muhammad abu bakr g bilkul,Positive
when hear song feel like country best love form bangladesh.,Positive
azaming voice,Positive
bahan lohadi fixing kiye bol rahi,Negative
new video kab ayegi,Normal
course these words deep meaning,Positive
personally like your blogs video would request create one video manipur riots nlike comment if want same,Normal
desi ha ji like karo,Positive
docterboy,Normal
kena hau rau tohar ghar bali haal khabar,Normal
lots life,Positive
what masterpiece yr,Positive
sahi kaha baap baap hota baap pak,Negative
very inspiring,Positive
lush,Positive
izul o bro both different zone both legends their fields,Positive
before taking chat gpt course does mandatory learn computer languages,Positive
nthat gobar radioactivity line was personal,Negative
zindagi,Positive
icc please ban live presentation match like war claim match win agaist asia cup bcz trophy inke pas asia cup,Negative
bhai trading pe chal,Normal
b tech,Normal
rao live jashn e rekhta,Positive
punjabi culture,Positive
really like way laughs everytime talks his wife its humble comfortable,Positive
glad see both guys again our bharat,Positive
abhi patha bap bap hotha hii,Negative
new abbu gaya,Negative
whatever language soothing music,Positive
name dhanana also,Normal
also bro,Normal
will appreciate,Positive
baap baap hota,Negative
bhai bolo bachhe hote pahle baap aaj world baap yaar tumhare logo pass match dekhne liye t v tak aisa bolte ynha par jo tumhare pm ghar par t v hoga dost wo mere ghar par lga hua tum bachha bolte hum baap baap rahenge jai hind dekh lo bhai tumhara charger chori gya nange log jo dikha rha us gand mar li,Negative
beta ghar jaker aapni amma puchho hum kon hote tumhare nbeta tum log cricket layak nahi,Negative
pak public celebration kare raat bhar match jeete jh t bhar,Negative
iss desh ache ghoom rha phir iss desh logo gumraah krta kesa aadmi tu,Normal
noori bangs like ever,Positive
tu angrejo aulad,Negative
baap baap rahega,Negative
like lota,Positive
lmfaoooo,Positive
bhn lodo jeet gye beta baap tho baap hota,Negative
jisne bola jung jeet poge usko bola apne abba puchne update denge,Negative
juli bhabi hindu op njuli bhabi op,Positive
nice combo,Positive
divine totally divine well done,Positive
thank sharing us,Positive
beautiful thoughts,Positive
yar nu mile gee aj lash yar dee,Positive
love,Positive
ara bhai rao tay rajput lagaya kre tam chaudhary ni likhte,Normal
tumhari sarkar bol diya tumne man liya humne rafel girae hain rafel hamare gaye nahin sapne gira,Negative
agree baap baap hota,Negative
har bar g marlete,Negative
ha bhai tu uske sath enjoy kar le,Positive
really tough decision sake make education system better proud really wants meet apni kaksha team at least one time will see people takes tough decisions love,Positive
yea really like,Positive
aukaat pta chal gyi hogi tum logo,Negative
saale kam dimak bale pura match dekhne wait karte suru tum log jeet jati lekin last tak ate ate phat jati tum logo baap bhul la yaad rakhna,Negative
insta kon aaya?,Positive
sirf tum,Positive
introduction qawwali,Positive
charger le gye,Negative
trending no,Normal
woooowww,Positive
pakistani,Normal
know might heart but indian not safe as well careful anti relastic person can things which can never expect,Normal
bro small ruiling whole,Positive
second portion,Positive
best future too much love support,Positive
mahabharata ramayana myth him how grounded,Negative
ctc,Normal
depiction soni mahiwal drastic night,Positive
rao sahab milna baar bhai uska vlog chahiye,Normal
separta,Normal
harish rao le le tu pahle tu hare sharab jindabad kar,Negative
baap baap hota,Negative
sept,Normal
litti traditional bihari food invite came bihar,Positive
hello,Normal
bhai rrr tu apna bhai aaale sari jagh chaaa rakhe,Normal
vo starting bolne wali behenke loudi kaha gayi aja deta hu party mu,Negative
bhikari happiness dekhooo,Negative
but dream visit,Negative
november koi,Normal
aree bhai bhakto bachke rehna nfukat baite sab ntum saalo unka target,Negative
techninja qw qf,Normal
beta pta chal gya baap kon match jeej gyi,Negative
welcome big boss,Normal
coke only thing indian love,Positive
urdu lafj sahi match hote songs,Positive
hamadsheikh,Positive
love bangladesh,Positive
strengthen,Positive
love our bosnian brothers punjab,Positive
bap,Negative
nayi t shirt,Normal
bap panga liya,Negative
maja aa gaya haar gaya,Negative
v. v. heart touching song... parwez lucknow...,Positive
khalistani video kb aaegi,Normal
music zindabad,Positive
wow noble person may god bless taking decision really hard salute mam nice initiative nice approach,Positive
aj hariyana aya hu wo jha ap rahte,Normal
why will say continued,Normal
bab telak varma hy,Negative
bap bharat bharat rehega,Negative
your real father,Negative
every instrument played,Positive
here after listening buliya,Positive
watching something new,Positive
blessings coke,Positive
bhai mujhe chasme wale log pasand,Positive
goosebumps last few minutes,Positive
sala charger chor,Negative
tu bol rha aisi videos bnani chaiye,Negative
tuber mara tuber chelan ha mara chelan sa ap friday hosakta ha,Positive
paki lok bahuth rora aa maja aaya,Negative
inki okat kahi jitne ni badi badi bate krvalo porkiyo,Negative
song pashto mh,Positive
tumare paap jeet gye,Negative
those listening,Normal
naseeb charger choro gaya varna tmuhaari dono gotiya chori jaati,Negative
best wishes also great step much motivating,Positive
opration,Negative
aam pakistani nkya joker log,Negative
rulayga kia,Normal
deveshyadav lg yhi rha lekin dekho,Normal
beta samaj gaye nnna,Negative
napak eradeee,Negative
poor they r always under illusions whether game war,Negative
great music great lyrics,Positive
nice songs,Positive
rao amazing,Positive
how get veiws love hindu religion totally explained video otherwise time disrespect hindu religion,Positive
actually she affected by such kind soulful environment,Positive
desh dorhii aa gaya apne desh,Negative
baap baap hota pakistani beta,Negative
only soul,Positive
bro was eagerly waiting vkog,Positive
hamza nd,Positive
trophy chor charger chor,Negative
delhi bad aane vah kaise haryanvi ban sakta,Normal
manipur video,Normal
cause noori special,Positive
kitne admi bhai musa mari vej denge aramse kha ja,Negative
babar azam,Positive
mins feels like,Normal
aab pass bacha kiya bolne liye our ha aise tum log kuch bol paoge wale tumhare mu lu nd ghussa diya verma,Negative
yar nu mily ge ajj laash,Positive
come give brotherly hug,Positive
amazing fusion,Positive
ohh female child,Normal
indeed great step,Positive
happy best luck,Positive
bacche theek bola baap baap hota beta beta hota,Negative
ap microsoft developer nkya ap microsoft liye kuch naya kam karenge os leker,Normal
krna cah rha bhai beheno sath,Negative
beta bap bap hotha beta beta hota,Negative
hariyana dharti salaam bade bade yoddha diye hain dharti rathee jaisa sher diya,Normal
baap baap hota sahi bole bete,Negative
bahut achchha bhai,Normal
abbu jit gae tumhare baap baap hota chote,Negative
baap baap hota face turquoise covering eyes,Negative
same girl nhttps youtu skm lngoc ni told ni was born uganda nlittle slow hindi,Normal
ma bahan kar di,Negative
jai jaat jai,Normal
also can meet,Normal
